term	gene
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	VEZT
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	SERPINE2
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	TMEM41B
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	EHMT1
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	AMIGO2
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	BACH1
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	PWP1
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	CDKN1B
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	DCAF7
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	RRP8
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	TCL1A
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	CLDN1
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	DHX57
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	LOC541469
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	CHORDC1
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	RAVER2
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	MYB
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	CIAO2A
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	IGF2R
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	GOLGA7
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	VPS39
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	HOXA5
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	ARL10
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	MBNL1
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	PRKCI
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	CBFB
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	ATP6V0E1
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	HEL-S-303
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	IFRD1
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	FNDC3B
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	AARSD1
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	FNDC3A
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	HEL-S-26
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	CARHSP1
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	WDR82
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	DKFZp686M09200
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	SUCLG2
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	MCL1
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	FAR1
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	OTULINL
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	CDKN2A
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	SLC25A13
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	POM121
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	DKFZp686N0561
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	LAMC2
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	HACD3
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	LAMC1
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	IQGAP3
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	UBE2J1
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	TNFRSF10A
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	DKFZp781J211
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	PPP3R1
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	ITGA2
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	FXR2
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	COL4A2
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	RDH10
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	GRPEL2
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	CEP72
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	BCL2
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	KCNN4
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	ATP6V1C1
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	POLD2
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	SNX6
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	VTI1B
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	PHC2
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	HARS1
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	PLK1
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	RAB27B
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	BRI3BP
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	MOV10
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	PPP5C
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	POLA2
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	NCEH1
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	PDE3A
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	SFXN1
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	STRN
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	CCND1
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	ANP32B
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	HOXD8
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	RNP24
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	TYMS
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	RCOR1
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	FERMT2
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	ARF4
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	NRP1
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	DNMT3B
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	TRAM1
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	GFM1
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	ASH2L
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	MAGT1
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	MEOX2
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	PTPRF
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	MRC2
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	COIL
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	PPP3CA
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	TUBA1A
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	SERP1
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	TMEM43
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	C1QBP
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	TMED3
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	GNPNAT1
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	SH3BGRL3
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	NELFCD
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	TMED7
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	CTSC
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	RHEB
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	CAP1
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	PISD
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	ANXA2
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	MRPS24
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	NEDD4
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	ELMOD2
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	TMT1A
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	AP3B1
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	SLC7A6
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	CDCP1
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	CSDE1
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	FRG1
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	PXDN
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	PTRH1
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	VAMP3
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	SYPL
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	PRIM1
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	MRPS33
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	SSNA1
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	AKAP8
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	NAPG
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	PURA
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	PGRMC1
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	USP1
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	SHOC2
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	TAF9B
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	CTNNB1
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	MPZL1
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	MTX1
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	EZH2
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	SPRYD4
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	AP3D1
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	TRMT1
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	ARHG
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	ARCN1
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	WDR11
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	ATAT1
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	TMEM59
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	SPCS3
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	CSNK1D
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	TPPP3
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	NFIA
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	AXL
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	PKN2
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	CDK6
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	LAMTOR3
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	LAMTOR5
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	LY6K
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	PLXND1
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	TUSC2
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	HMGA1
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	KIAA1149
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	LTN1
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	MSI2
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	TXN2
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	ABHD10
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	ABHD11
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	NARS1
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	RTN4
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	ARID2
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	POGLUT3
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	ATG3
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	KPNA3
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	RARS1
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	TNLG5A
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	FBXW11
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	UBE4A
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	CDKAL1
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	CYP1B1
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	HEL-S-66
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	RAB30
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	BDNF
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	GPD2
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	CHAF1A
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	RAB34
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	NCL
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	PTMAP7
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	UBE2V1
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	CXCL12
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	GEMIN7
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	PPIB
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	ANAPC1
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	ABCG2
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	RAI14
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	DDX5
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	ADIPOR2
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	PDLIM7
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	CORO1C
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	SDCBP
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	GAS2L1
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	SAC3D1
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	MPDU1
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	ATP6V1F
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	CD164
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	BRPF3
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	GFPT1
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	PSAT1
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	SLC4A10
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	PTBP1
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	TBCA
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	GNL3L
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	TRIP13
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	TRPV6
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	UBE2S
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	CDKN1C
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	DHX15
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	P4HA2
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	CHMP2A
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	SRPRB
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	MENT
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	NF2
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	DKFZp761E1322
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	SLC25A1
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	ADPGK
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	CALCOCO2
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	HEL-S-30
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	SNAP23
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	DOCK7
MIR TARGETED GENES IN LYMPHOCYTES%WIKIPATHWAYS_20250210%WP2004%HOMO SAPIENS	MRM1
